gripper , 1 , 0.09 , 0.64 , 1.0 , 0.67 , 1.0 , 0.5 , 1.0 , 0.75 , 1.0 , 0.64, 0.09
gripper , 2 , 0.05 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0, 0.1
gripper , 3 , 0.03 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0, 0.1
gripper , 4 , 0.02 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0, 0.09
gripper , 5 , 0.02 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0, 0.1
gripper , 6 , 0.02 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0, 0.11
gripper , 7 , 0.02 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0, 0.12
gripper , 8 , 0.01 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0, 0.11
gripper , 9 , 0.02 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0, 0.14
gripper , 10 , 0.01 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0, 0.13
gripper , 11 , 0.01 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0, 0.15
gripper , 12 , 0.01 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0, 0.15
gripper , 13 , 0.01 , 0.93 , 1.0 , 1.0 , 0.8 , 1.0 , 1.0 , 1.0 , 0.93 , 1.0, 0.14
gripper , 14 , 0.01 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0, 0.16
gripper , 15 , 0.01 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0, 0.18
gripper , 16 , 0.01 , 0.93 , 1.0 , 1.0 , 0.8 , 1.0 , 1.0 , 1.0 , 0.93 , 1.0, 0.15
gripper , 17 , 0.01 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0, 0.22
gripper , 18 , 0.01 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0, 0.25
gripper , 19 , 0.01 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0, 0.25
gripper , 20 , 0.01 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0, 0.19
gripper , 21 , 0.02 , 0.88 , 1.0 , 1.0 , 0.67 , 1.0 , 1.0 , 1.0 , 0.88 , 1.0, 0.36
gripper , 22 , 0.01 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0, 0.28
gripper , 23 , 0.01 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0, 0.25
gripper , 24 , 0.01 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0, 0.24
gripper , 25 , 0.01 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0, 0.3
gripper , 26 , 0.01 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0, 0.34
gripper , 27 , 0.05 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0, 1.3
gripper , 28 , 0.05 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0, 1.47
gripper , 29 , 0.03 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0, 0.95
gripper , 30 , 0.08 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0, 2.38
gripper , 31 , 0.05 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0, 1.64
gripper , 32 , 0.07 , 0.93 , 1.0 , 1.0 , 0.8 , 1.0 , 1.0 , 1.0 , 0.93 , 1.0, 2.14
gripper , 33 , 0.11 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0, 3.56
gripper , 34 , 0.07 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0, 2.32
gripper , 35 , 0.11 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0, 3.97
gripper , 36 , 0.14 , 0.93 , 1.0 , 1.0 , 0.8 , 1.0 , 1.0 , 1.0 , 0.93 , 1.0, 5.2
gripper , 37 , 0.38 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0, 14.23
gripper , 38 , 0.06 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0, 2.43
gripper , 39 , 0.1 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0, 4.06
gripper , 40 , 0.14 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0, 5.61
gripper , 41 , 0.08 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0, 3.46
gripper , 42 , 0.21 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0, 8.69
gripper , 43 , 0.21 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0, 9.09
gripper , 44 , 0.36 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0, 15.66
gripper , 45 , 0.13 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0, 5.71
gripper , 46 , 0.97 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0, 44.53
gripper , 47 , 0.35 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0, 16.3
gripper , 48 , 0.25 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0, 11.78
gripper , 49 , 3.18 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0, 155.77
gripper , 50 , 2.4 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0 , 1.0, 120.13
